"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"SMAD3",6.6106247113544e-07,-0.227892573574835,0.874,0.962,0.0125608480140445
"PARP3",6.61260427233187e-07,-1.53498265164447,0.134,0.409,0.0125646093778578
"UBE2G1",6.6377299248851e-07,-0.301682999966093,0.815,0.962,0.0126123506302742
"KCNB1",6.65788568368811e-07,1.01462419737732,0.605,0.312,0.0126506485875758
"TUBB",6.7008458256804e-07,-0.574646995958772,0.933,0.962,0.0127322771533753
"PDCL",6.7108597026206e-07,-0.156683915538607,0.966,0.995,0.0127513045209494
"ZNF148",6.75744444293732e-07,-0.19663266958347,1,0.995,0.0128398201860252
"DIRC3",6.77262550679182e-07,-1.09212958260376,0.261,0.543,0.0128686657254551
"CSE1L",6.78161644446555e-07,-0.393903242202664,0.672,0.801,0.012885749406129
"AZIN1-AS1",6.80103882452553e-07,0.36950976763033,0.908,0.758,0.012922653870481
"JPX",6.80395371976212e-07,-0.223355121461226,0.983,1,0.01292819246292
"FZD2",6.82257240573417e-07,-0.270349365012169,0.824,0.957,0.0129635698281355
"SCAMP5",6.84662488397203e-07,-1.688587508147,0.101,0.371,0.0130092719420352
"PCOLCE2",6.88526312541872e-07,-1.96446819487544,0.076,0.323,0.0130826884646081
"CCM2L",6.89480473203127e-07,-1.51523455286738,0.143,0.409,0.0131008184713326
"AC023043.1",6.89748034621678e-07,-2.61869335803371,0.034,0.253,0.0131059024058465
"OPTN",6.92212905018427e-07,0.617421690428633,0.782,0.538,0.0131527374082551
"IL1R1",6.92862067290933e-07,0.904975528935603,0.605,0.376,0.013165072140595
"LRFN3",6.97982957896808e-07,-1.4895146989347,0.143,0.419,0.0132623741829973
"SLC12A5",6.98197600339579e-07,-2.24787034094366,0.05,0.285,0.0132664526040523
"KIAA0753",7.03835348541576e-07,-0.520091885602863,0.597,0.823,0.0133735754576385
"ADAMTS10",7.04991971862518e-07,-0.251823888502445,0.782,0.887,0.0133955524573597
"RPS28",7.0896885831416e-07,-0.493044807387448,1,1,0.0134711172768274
"CEP44",7.14834353683536e-07,-0.257237386075434,0.866,0.962,0.0135825675543409
"AJ011932.1",7.16834267158979e-07,0.569766566313287,0.765,0.559,0.0136205679102878
"GSEC",7.17167435115203e-07,-0.187465880009607,0.882,0.984,0.013626898434624
"TEN1",7.17662689159216e-07,-0.175275526227073,0.916,0.973,0.0136363087567143
"TRAFD1",7.22948910292948e-07,-0.288813122769453,0.807,0.952,0.0137367522444763
"MARCH5",7.24827198913968e-07,-0.181659533369364,0.866,0.925,0.0137724416065643
"PRKDC",7.27551592534443e-07,-0.570355296876846,0.748,0.898,0.0138242078097469
"WDFY2",7.28653181220357e-07,-0.147939567512796,0.983,1,0.013845139096368
"EXTL3-AS1",7.30905652648948e-07,-1.03373085731255,0.286,0.597,0.0138879383059827
"RMI1",7.33702635043126e-07,-0.555810069314888,0.538,0.737,0.0139410837684544
"FAM107B",7.35075574851579e-07,-0.430443927643919,0.739,0.903,0.0139671709977548
"BLVRB",7.36748069604488e-07,0.520563553714704,0.857,0.683,0.0139989500705549
"ZNF519",7.37850996112521e-07,-0.582001212948835,0.521,0.742,0.014019906777134
"EXOSC10",7.38686795639924e-07,-0.136586001180281,0.975,1,0.0140357878039542
"SPRY3",7.39115150307396e-07,-1.13947564039546,0.235,0.516,0.0140439269709908
"AP000911.2",7.39563817125853e-07,2.05937854707893,0.261,0.059,0.0140524520892083
"SMCO4",7.39680431282346e-07,-1.00593987458681,0.277,0.548,0.0140546678747959
"USP20",7.40407281441597e-07,-0.511054742140024,0.63,0.871,0.0140684787546718
"HSDL2",7.407408430095e-07,-0.29919855132078,0.798,0.925,0.0140748167580235
"CENPV",7.44543199985344e-07,-0.870453004970585,0.361,0.624,0.0141470653429215
"CEP192",7.47961977705803e-07,-0.578744735729845,0.538,0.769,0.014212025538388
"INPP5F",7.49757753880941e-07,-0.260590781035777,0.756,0.866,0.0142461470814918
"PFN2",7.50424821038365e-07,-0.354458679390816,0.882,0.957,0.01425882202455
"PRDX4",7.54610905959216e-07,0.368621507015868,0.975,0.919,0.0143383618241311
"ZNF831",7.55970999926292e-07,-2.02036255006217,0.076,0.323,0.0143642049695995
"AC009414.2",7.58034879422052e-07,0.744630979628037,0.689,0.452,0.0144034207438984
"POLR2E",7.59061105501901e-07,-0.169963193279978,0.966,0.984,0.0144229200656416
"FZD3",7.6102486638915e-07,-0.296187498645592,0.807,0.952,0.0144602334862602
"CLSTN1",7.61436142072698e-07,-0.166605781898433,0.941,0.984,0.0144680481355233
"AL592295.4",7.62594477252283e-07,-1.38310701718494,0.168,0.441,0.0144900576622706
"PTCH1",7.67619630071603e-07,-0.438514942196161,0.891,0.973,0.0145855405909905
"AIF1L",7.72646963946152e-07,-1.32645976671604,0.176,0.468,0.0146810649619408
"PSMB1",7.74891369548812e-07,0.439599814583621,1,0.989,0.014723710912797
"S100PBP",7.75086011571778e-07,-0.419012704730725,0.723,0.935,0.0147274093058754
"LINC00574",7.78520854561167e-07,-3.4019111740934,0.017,0.215,0.0147926747575167
"BTN3A3",7.79679524857426e-07,-1.27849109167745,0.193,0.484,0.014814690651816
"GATAD2B",7.80202167550404e-07,-0.157713980147085,0.992,1,0.0148246213856252
"C16orf91",7.80404574836344e-07,0.363106270592783,0.95,0.79,0.0148284673264654
"CPNE2",7.80438986790274e-07,-0.86701069728124,0.353,0.629,0.014829121188002
"ZDHHC15",7.81174093851666e-07,-0.409670767091882,0.63,0.828,0.0148430889572755
"TRAM1L1",7.82509506341464e-07,-1.3078304271093,0.185,0.473,0.0148684631299942
"SCN5A",7.85349754093427e-07,-1.67758704708727,0.109,0.371,0.0149224306775292
"ATXN7.1",7.85349754093427e-07,-1.67758704708727,0.109,0.371,0.0149224306775292
"USF1",7.85537677583235e-07,-0.926475671842736,0.336,0.645,0.014926001411759
"COA3",7.89048609708067e-07,-0.32271053986609,0.807,0.946,0.014992712633063
"PTPRS",7.98925611881626e-07,-0.480843120701717,0.647,0.855,0.0151803855513628
"PSD4",7.99395584056684e-07,-1.8223226855943,0.092,0.339,0.0151893154926611
"GNGT1",8.02446632357881e-07,-0.156550015046519,0.908,0.962,0.0152472884614321
"CD248",8.0372134293969e-07,0.365286096021767,0.958,0.887,0.0152715092371971
"ILKAP",8.03959365704031e-07,-0.203112263801162,0.891,0.957,0.0152760319077423
"ZFR2",8.06737784820256e-07,-2.62045310774589,0.034,0.247,0.0153288246493697
"CTU2",8.08514685671261e-07,-0.483165220142398,0.58,0.796,0.0153625875424396
"SERGEF",8.1048921069713e-07,-0.730403745530723,0.487,0.817,0.0154001054924562
"AP002884.1",8.15046549490216e-07,0.591627638783806,0.798,0.559,0.0154866994868636
"POLR3B",8.189877282577e-07,-0.838771768563839,0.378,0.704,0.0155615858246246
"ZNF135",8.20470345331781e-07,-1.20685560237087,0.227,0.484,0.0155897570316492
"TMEM121",8.2066869309626e-07,-0.354056574035695,0.697,0.86,0.015593525837522
"C12orf76",8.23687829038028e-07,-0.141360107766143,0.941,0.989,0.0156508924395516
"ELP6",8.24628488711869e-07,-0.187802283350897,0.908,0.962,0.0156687659140142
"STMP1",8.29583611106665e-07,-0.184745747190808,1,1,0.0157629181946377
"ATP5MC2",8.40959099607482e-07,-0.293497401428789,1,1,0.0159790638516418
"LRRC20",8.43508208221113e-07,-1.28479850738655,0.185,0.462,0.0160274994644094
"LRBA",8.43953062232118e-07,-0.398117560356138,0.672,0.839,0.0160359521354725
"MALL",8.45507023589987e-07,-2.91064688727335,0.025,0.231,0.0160654789552334
"PGM2L1",8.49466227625118e-07,-0.801479185692302,0.412,0.694,0.0161407077911049
"THAP9",8.50144656189741e-07,0.618132931931592,0.672,0.462,0.0161535986122613
"MPP2",8.57057591298221e-07,-0.675286712619478,0.479,0.737,0.0162849512922575
"MTCH2",8.58207261389098e-07,-0.281497685264379,0.849,0.962,0.0163067961736543
"HOXA11-AS",8.63087533303617e-07,-0.875305117543897,0.336,0.602,0.016399526220302
"WNK1",8.64160113201634e-07,-0.186528514313107,0.983,1,0.0164199063109443
"MAD2L1BP",8.64527644182851e-07,-0.239001385188269,0.798,0.887,0.0164268897671184
"RFT1",8.65651533164181e-07,-0.51944898593209,0.555,0.753,0.0164482447816526
"KANSL3",8.67082767980622e-07,-0.118017233751089,0.975,0.995,0.0164754396743998
"IST1",8.7005886513683e-07,-0.137775563622603,1,1,0.0165319884964649
"GLCCI1",8.70657675495341e-07,-0.244309930673455,0.882,0.946,0.016543366492087
"CACNB3",8.71882607732605e-07,-0.258316928821228,0.849,0.978,0.0165666414295272
"SEC63",8.75912641448214e-07,0.351483709141731,1,0.968,0.0166432161001575
"BTBD7",8.75994053430746e-07,-0.140396047935319,1,1,0.0166447630092376
"FAM193A",8.75994053430746e-07,-0.128113523024347,0.992,1,0.0166447630092376
"TBC1D13",8.77390705499931e-07,-0.150547606044676,0.908,0.973,0.0166713007952042
"KIF2A",8.8196821906277e-07,-0.19367722069348,0.992,1,0.0167582781304117
"DCTD",8.83774849374235e-07,-0.351097189731684,0.723,0.892,0.0167926059129598
"ATXN7L3B",8.87981607349195e-07,-0.235811973417085,1,1,0.0168725385212421
"PHB2",8.87981607349195e-07,-0.219996278676801,1,1,0.0168725385212421
"PSMG1",8.88622882624381e-07,-0.558931755952374,0.513,0.731,0.0168847233927459
"TSPAN10",8.90239529555704e-07,-0.917537839808027,0.345,0.661,0.0169154413010879
"DTNB",8.93513120091903e-07,-0.175845648114572,0.924,0.989,0.0169776427948663
"ZNF282",9.00999955309662e-07,-0.280410101015538,0.798,0.919,0.0171199001508389
"KIF5C",9.01737575599387e-07,-1.78303998394377,0.092,0.349,0.0171339156739639
"LETMD1",9.03299673745997e-07,-0.359253783644358,0.773,0.925,0.0171635971008477
"ORAI2",9.06257183185329e-07,-0.169556356991881,0.983,1,0.0172197927377044
"LINC00894",9.09386517615127e-07,0.703626459826943,0.773,0.489,0.017279253221205
"SCAF4",9.12408192130914e-07,-0.155129111610092,0.983,0.989,0.0173366680586795
"ST20",9.16130116841295e-07,-0.843322784462995,0.387,0.704,0.0174073883501014
"RN7SL832P",9.17023254541525e-07,-0.834140226992114,0.378,0.667,0.0174243588595435
"CCT3",9.18645578116761e-07,-0.324297967651221,0.992,1,0.0174551846297966
"LRPPRC",9.22905613092692e-07,-0.259015193253257,0.899,0.973,0.0175361295543742
"TCF4",9.24606085338402e-07,-0.308856961289571,0.958,0.978,0.017568440227515
"N4BP2L2",9.24899536942754e-07,-0.297445182707453,1,1,0.0175740161014493
"ALDH3A2",9.24899536942754e-07,-0.103837647698532,0.992,1,0.0175740161014493
"FKBP1C",9.27717093990402e-07,1.92444896699282,0.277,0.07,0.0176275525029116
"CDK16",9.30899183098183e-07,-0.197042585775632,0.924,1,0.0176880153780486
"SKIL",9.32679864202465e-07,-0.413526200529233,0.924,0.962,0.017721850099711
"IFNGR1",9.36822585037086e-07,0.251488863756524,1,0.935,0.0178005659382897
"ENTR1",9.37528179949441e-07,-0.15898147154337,0.983,1,0.0178139729472193
"PCDHA10",9.38383203923149e-07,-1.79306426450721,0.092,0.344,0.0178302192577437
"WDR77",9.43732135644824e-07,-0.347294376478455,0.782,0.946,0.0179318543093873
"SUPT16H",9.51843918324378e-07,-0.326515896613345,0.924,0.962,0.0180859862920815
"AC048341.1",9.53733444041207e-07,-0.331613275996519,0.773,0.925,0.018121889170227
"DPCD",9.57348606717719e-07,-0.399512247270628,0.731,0.93,0.0181905808762434
"TMEM106C",9.72753659361385e-07,-0.733634871589631,0.437,0.683,0.0184832922815257
"CBL",9.73642108298757e-07,-0.269679108018968,0.84,0.952,0.0185001736997847
"C12orf49",9.77124852029746e-07,-0.221130353888699,0.866,0.957,0.0185663493134172
"RCAN3",9.78838798504431e-07,-0.59288509119119,0.529,0.78,0.0185989160103827
"NIPA2",9.7936557970867e-07,-0.335164396425654,0.798,0.925,0.0186089253800444
"SPIN1",9.83060539280177e-07,-0.162650010010079,1,1,0.0186791333068627
"ZW10",9.92933871539948e-07,-0.808128704660368,0.378,0.661,0.0188667364931305
"PARS2",9.93213457788614e-07,0.976184611552533,0.605,0.306,0.0188720489114415
"ZBTB20-AS2",9.9415269362625e-07,-1.51612362439316,0.134,0.403,0.0188898953315924
"YBX1",9.96455244624975e-07,-0.422570024278453,1,1,0.0189336461031191
"BRD7",9.96455244624975e-07,-0.279306887218597,0.992,1,0.0189336461031191
"IGHMBP2",9.97205223036387e-07,-0.394207647371611,0.706,0.887,0.0189478964429144
"KIAA1549",1.00199188256662e-06,-0.526000668857346,0.555,0.78,0.0190388477606484
"PABPC4",1.00321830799984e-06,-0.184252026891419,1,1,0.019062151070305
"EXOC6",1.02412927748005e-06,-0.446236957873668,0.672,0.876,0.0194594804013984
"AC242426.2",1.0289137033846e-06,-0.601772790802893,0.513,0.769,0.0195503892780108
"ASXL1",1.03071506259813e-06,-0.260277714540961,0.992,1,0.0195846169044272
"NIPAL2",1.03819923680873e-06,0.804770017132213,0.723,0.446,0.0197268236986027
"SRSF9",1.04473405033439e-06,-0.208067155298282,0.992,1,0.0198509916904037
"PLXNB2",1.04640203059146e-06,-0.194273318701785,0.908,0.973,0.0198826849832682
"ZNF714",1.04964780757466e-06,-1.24465870474462,0.218,0.495,0.0199443579917261
"CIAPIN1",1.05027103222955e-06,-0.219702396528724,0.899,0.984,0.0199561998833938
"MORN4",1.05148177864217e-06,-0.119624055637805,0.95,0.984,0.0199792052759798
"CTDSPL2",1.0518121859261e-06,-0.120327325728323,1,1,0.0199854833447818
"ITPRIPL1",1.05350208050959e-06,-0.595810751056496,0.479,0.699,0.0200175930317628
"USP1",1.05553068096512e-06,-0.5215898925619,0.655,0.812,0.0200561384690183
"MSI1",1.05704436277289e-06,-2.13701866572457,0.059,0.29,0.0200848999370478
"HERC2",1.06062729107269e-06,-0.253368077673779,0.908,0.973,0.0201529791576721
"STK32A",1.06254080459586e-06,-1.72130842451659,0.101,0.355,0.0201893378281259
"MN1",1.06742591231388e-06,0.550267117971926,0.857,0.613,0.020282159759876
"INTS14",1.07074875306278e-06,-0.434584463847032,0.681,0.903,0.020345297056946
"CWC15",1.07332460147909e-06,-0.12885981237143,0.992,1,0.0203942407527042
"TEX15",1.07598413847387e-06,-1.57388124746787,0.126,0.387,0.020444774615142
"NFIX",1.07774195734027e-06,0.381827142061878,0.992,0.876,0.0204781749314225
"PDE10A",1.07825720560277e-06,-1.11140972279554,0.218,0.495,0.0204879651636582
"IQGAP1",1.07862788690529e-06,0.419184301839742,0.992,0.86,0.0204950084790874
"FRAT1",1.07936722418407e-06,-0.884912020334781,0.361,0.677,0.0205090566267214
"SMDT1",1.07955900646102e-06,0.288835954894834,0.992,0.935,0.0205127006817658
"SIN3A",1.08058904230239e-06,-0.122295391359411,1,0.995,0.0205322723927877
"EID2B",1.08138353118851e-06,-0.174765157728931,0.882,0.946,0.0205473684761128
"ZFYVE19",1.08558480899338e-06,-0.127801152657917,0.916,0.962,0.0206271969556831
"ZNF180",1.08623435974279e-06,-0.575979108432886,0.513,0.731,0.0206395390694727
"LINC01238",1.08701608712471e-06,-0.884642062099995,0.361,0.677,0.0206543926714567
"STKLD1",1.08746213477024e-06,-1.02079180160505,0.286,0.591,0.0206628680227693
"LINC01535",1.09352435046898e-06,-3.12824845609684,0.017,0.215,0.020778056183261
"RNF32",1.09469554424654e-06,-1.47197542962463,0.143,0.425,0.0208003100362286
"SLX4IP",1.09521033859909e-06,-0.201531235354572,0.866,0.952,0.0208100916437212
"TMEM134",1.09526013441425e-06,-0.123872395672577,0.992,1,0.0208110378140052
"TRIM46",1.1008648931463e-06,-1.1857339507576,0.218,0.511,0.0209175338346729
"PRKAR2B",1.10724793032953e-06,-1.0521209329413,0.294,0.575,0.0210388179241914
"ICE1",1.11338976067281e-06,-0.182088391320218,0.941,0.984,0.0211555188425441
"TFEB",1.11725399843645e-06,0.6894935848349,0.706,0.446,0.0212289432242909
"MAPKAP1",1.12501539194884e-06,-0.173373368350707,0.95,0.995,0.0213764174624199
"LDLRAD3",1.12601744376898e-06,-0.321880450227554,0.706,0.855,0.0213954574490544
"TMEM38B",1.12843154270545e-06,0.479284626258466,0.916,0.699,0.0214413277429462
"BLMH",1.1326162041355e-06,-0.118961165824713,0.975,0.978,0.0215208404947786
"CCDC51",1.13609068115268e-06,-0.921954901525602,0.294,0.575,0.0215868590325821
"C16orf70",1.1395920905389e-06,-0.239984906655034,0.815,0.946,0.0216533893123296
"PMVK",1.14032871742894e-06,-0.150794309025191,0.966,0.989,0.0216673859598672
"PLXNA1",1.14210438172344e-06,-0.163430996055736,0.891,0.946,0.021701125357127
"PAQR6",1.14900580854776e-06,-1.08563755218489,0.235,0.511,0.0218322593682159
"PRKAR1B",1.15128441073233e-06,-1.56260402479519,0.126,0.387,0.0218755550883251
"SMU1",1.15587247664277e-06,-0.13980305631424,0.992,0.989,0.0219627329286893
"RPS7",1.15588449251208e-06,-0.449213796739968,1,1,0.0219629612422221
"SLC37A4",1.15814636505858e-06,-0.705409143410255,0.42,0.667,0.022005939082478
"AL162231.1",1.15992871629914e-06,-0.785859678534597,0.42,0.726,0.0220398055384
"ZBTB34",1.16124658650763e-06,-0.231744046532632,0.832,0.93,0.0220648463902314
"PLRG1",1.16368580760491e-06,-0.100031665254275,1,1,0.0221111940303009
"AC006449.6",1.16457549971883e-06,-1.0363804357265,0.277,0.581,0.0221280990701575
"MYO5A",1.16494117676275e-06,-1.96992586771954,0.067,0.317,0.022135047299669
"OTUD7A",1.16979550901161e-06,-0.984127668094536,0.286,0.581,0.0222272844667297
"REEP5",1.17153777088098e-06,0.159022505046036,1,1,0.0222603891845095
"NUDT18",1.17252385540023e-06,1.75883933648144,0.311,0.097,0.0222791257764597
"KLC2",1.17759086701985e-06,-0.2463260170061,0.748,0.844,0.0223754040642443
"ARL2BP",1.17907350367219e-06,0.249121049145852,1,0.952,0.0224035756432753
"LINC00882",1.1820743795927e-06,-0.928733294522766,0.336,0.645,0.0224605952866409
"GALT",1.19041176351023e-06,-0.435090814977186,0.672,0.882,0.0226190139184579
"AC110285.2",1.19627556582392e-06,-2.30155971939008,0.042,0.269,0.0227304320262203
"DOCK1",1.19842484451631e-06,-0.51839259996614,0.597,0.817,0.0227712704706544
"C10orf25",1.20503370535544e-06,-0.809834845385714,0.412,0.731,0.0228968454354587
"GRM3",1.20746253564983e-06,-1.38643025413711,0.16,0.414,0.0229429956398825
"AC023509.4",1.20932451475215e-06,-1.42646329594435,0.16,0.425,0.0229783751048057
"COL21A1",1.21106102179712e-06,1.26994553301859,0.445,0.183,0.0230113704751672
"CCDC86",1.21258000745744e-06,-0.823168628261319,0.361,0.645,0.0230402327216988
"WDHD1",1.2212851414845e-06,-0.538479894169503,0.546,0.753,0.023205638973347
"GINS1",1.22259914054699e-06,-1.09392041316689,0.244,0.516,0.0232306062695333
"DUSP4",1.22324913321924e-06,0.510759229257609,0.874,0.688,0.0232429567802987
"TOP2B",1.22585376840165e-06,-0.390241822753772,0.79,0.935,0.0232924474533998
"AC022087.1",1.22708601414898e-06,-1.85042364394949,0.084,0.328,0.0233158613548447
"MVB12A",1.22793363932661e-06,-0.121215760092296,0.983,0.995,0.0233319670808448
"PUM2",1.2279463437155e-06,-0.156043341619767,0.992,1,0.0233322084769382
"RANBP3",1.23062552587746e-06,-0.386174351049725,0.672,0.86,0.0233831156171977
"TMEM182",1.23517056138649e-06,-0.920596765969324,0.336,0.64,0.0234694758369047
"C1QTNF12",1.24135352715919e-06,-1.05273181924261,0.269,0.57,0.0235869583695517
"PDGFRA",1.24397028696096e-06,-0.311813561998534,0.84,0.946,0.0236366794225452
"MRPS21",1.24453717314332e-06,-0.286432886068573,1,1,0.0236474508268962
"KLHL15",1.25025086841983e-06,-0.518533786856459,0.58,0.774,0.0237560167508452
"ARHGEF26",1.25198246702831e-06,-1.35870732127877,0.168,0.441,0.0237889188560049
"IMMT",1.25369025753105e-06,-0.253070650053196,0.866,0.935,0.0238213685833475
"UBE4B",1.25658616875933e-06,-0.139640186483863,0.941,0.984,0.023876393792596
"ANAPC15",1.25721791656606e-06,-0.685378948799626,0.454,0.715,0.0238883976326718
"CBX4",1.25945878452676e-06,-0.513299138005112,0.597,0.806,0.023930976364793
"TP53TG1",1.26786594092272e-06,-0.273979279084969,0.832,0.946,0.0240907207434726
"AL136295.5",1.28274363686176e-06,-0.26000275998033,0.807,0.93,0.0243734118440102
"PRKAG2",1.28354236200908e-06,-0.704099955862641,0.437,0.71,0.0243885884205346
"LINC00937",1.29443700200726e-06,-1.59851547609608,0.118,0.376,0.0245955974751399
"MARVELD3",1.29443700200726e-06,-1.59851547609608,0.118,0.376,0.0245955974751399
"TNRC18",1.29558020686689e-06,-0.165903338052608,0.966,1,0.0246173195106778
"LSM4",1.30169167595375e-06,-0.253988403673095,0.874,0.903,0.0247334435347972
"TFAP4",1.3024408959146e-06,-0.15671302373775,0.924,0.968,0.0247476794632733
"LHX6",1.31255396425742e-06,-1.16127520415264,0.227,0.532,0.0249398378748553
"CFDP1",1.3130827186412e-06,-0.249156894341652,0.992,1,0.0249498847369014
"LRCH3",1.32178305932425e-06,-0.156849305717522,0.966,0.989,0.0251151999102201
"SCUBE1",1.32306170840079e-06,0.97220636507602,0.504,0.28,0.0251394955213234
"PPP6R3",1.33058677408263e-06,-0.152854204525905,0.95,0.995,0.025282479294344
"BANP",1.33070781252552e-06,-0.445701806886183,0.672,0.898,0.0252847791457975
"TRAIP",1.33257490751966e-06,-1.68776633265089,0.101,0.344,0.025320255817781
"SCN3A",1.33365434676081e-06,-1.88838172742284,0.084,0.323,0.0253407662428021
"TCEANC2",1.3347589263736e-06,-0.33685693540369,0.706,0.86,0.0253617543600248
"EXOSC5",1.33651420234098e-06,-0.6870883971083,0.479,0.769,0.0253951063586809
"TAF11",1.33971187620142e-06,-0.140830750947271,0.992,1,0.0254558653597031
"PHETA2",1.34401761147373e-06,-0.724277155035561,0.42,0.688,0.0255376786356124
"ZBTB11-AS1",1.34475154187685e-06,-0.431257035161238,0.664,0.86,0.0255516240472021
"MLLT3",1.34828765531091e-06,-0.194375728577687,0.941,0.989,0.0256188137385626
"PIP5K1A",1.34868926926169e-06,-0.160710088689454,0.983,0.995,0.0256264448052414
"ZNF384",1.35268949028e-06,-0.212973506042902,0.849,0.941,0.0257024530048102
"PET100",1.36147042265395e-06,-0.219687169814354,0.874,0.968,0.0258692995008477
"AP002807.1",1.36344479017196e-06,-1.4377620156791,0.134,0.403,0.0259068144580574
"WARS2",1.36983670082034e-06,-0.188154977917427,0.908,0.984,0.0260282671522873
"PCDHGA10",1.3700076500379e-06,0.519625489019454,0.924,0.683,0.0260315153583701
"PABPC1L",1.39015436213143e-06,-0.554325206246885,0.555,0.796,0.0264143230348593
"BRI3",1.39453684662638e-06,-0.267132139247014,1,1,0.0264975946227478
"LYRM2",1.39453684662638e-06,-0.202177419592116,0.992,1,0.0264975946227478
"UHRF1",1.39885420411465e-06,-1.21682225820839,0.21,0.489,0.0265796287323824
"RFX7",1.40101562538976e-06,-0.471863534446141,0.588,0.796,0.0266206978980308
"MAP3K10",1.40313798795486e-06,-0.313393179869494,0.765,0.919,0.0266610249091302
"RYBP",1.40771775157868e-06,-0.324188427500442,0.857,0.919,0.0267480449977465
"TMEM268",1.4117298235968e-06,-0.527773236183903,0.555,0.774,0.0268242783781628
"PRELID3A",1.41210718039453e-06,0.703982356160707,0.613,0.409,0.0268314485346765
"AL138900.3",1.41234807126128e-06,1.03768726518864,0.58,0.312,0.0268360257020355
"HIC2",1.41327215824044e-06,-0.15385176448356,0.975,1,0.0268535842787267
"SLC25A21-AS1",1.41327823368874e-06,-1.77069645147876,0.092,0.339,0.0268536997183197
"OTUB2",1.41327823368874e-06,-1.77069645147876,0.092,0.339,0.0268536997183197
"SMIM7",1.41328661811214e-06,-0.106197440354273,1,1,0.0268538590307488
"CHEK1",1.41866931747037e-06,-0.498177824605531,0.588,0.774,0.0269561357012544
"USP13",1.42919597118754e-06,-0.442694998002115,0.622,0.812,0.0271561526485344
"TLNRD1",1.43582645703665e-06,-0.367729180648379,0.731,0.876,0.0272821385101534
"ECM1",1.4417598548084e-06,0.957784596988701,0.58,0.317,0.0273948790012145
"GTF3C3",1.44186283133599e-06,-0.126062000768534,0.983,1,0.0273968356582151
"CT45A1",1.44263448365597e-06,-2.38540629559396,0.042,0.258,0.027411497823947
"ARRDC1-AS1",1.45256798289571e-06,-0.466710213804605,0.622,0.823,0.0276002442430014
"DCAF11",1.46391415054251e-06,-0.310926075184453,0.782,0.914,0.0278158327744583
"BORCS5",1.4647551016414e-06,-0.542530076185138,0.58,0.823,0.0278318116862882
"USE1",1.48076316165072e-06,-0.14696341294293,0.958,1,0.0281359808345254
"AC007563.2",1.48283638205312e-06,-1.05847382454958,0.269,0.511,0.0281753740953914
"C2CD5",1.49120279586157e-06,-0.577034344385819,0.546,0.796,0.0283343443241656
"RFX5",1.49287051479645e-06,-0.72410088839929,0.412,0.677,0.0283660326516474
"YTHDF3-AS1",1.49738724745639e-06,-0.993088872815204,0.294,0.597,0.0284518550889189
"PLD2",1.50461962405426e-06,-0.258202431764184,0.748,0.866,0.0285892774766549
"CCDC65",1.50831019793248e-06,-1.4713901827184,0.143,0.403,0.0286594020709151
"PITPNA-AS1",1.50987265330109e-06,-0.238653302453154,0.832,0.935,0.0286890902853739
"TLE3",1.5107149553767e-06,-0.14960104828855,0.975,1,0.0287050948671126
"TMEM184A",1.51096144714815e-06,1.04816741852655,0.504,0.258,0.028709778457262
"PLIN5",1.52034786622855e-06,-1.7068344683556,0.101,0.344,0.0288881298062087
"TRIM28",1.52082251643011e-06,-0.206294438600114,1,1,0.0288971486346885
"RBM17",1.52082251643011e-06,-0.201921569785923,1,1,0.0288971486346885
"MINOS1",1.52780715330986e-06,-0.183546968774374,0.908,0.968,0.0290298637200406
"PMS1",1.5295637066584e-06,-0.157742595379972,0.933,0.973,0.0290632399902163
"LARS",1.53097950404296e-06,-0.154731105103136,0.992,1,0.0290901415563203
"NOL9",1.54119777595865e-06,-0.114842186638493,0.983,1,0.0292842989409903
"NAT10",1.54129799063709e-06,-0.261529612227626,0.807,0.919,0.0292862031200954
"PRL",1.54344012182538e-06,-2.57483343221296,0.034,0.242,0.029326905754804
"PITPNB",1.54629809001706e-06,0.271544591559614,0.992,0.984,0.0293812100084141
"DOT1L",1.54667607355224e-06,-0.244417657870706,0.824,0.919,0.0293883920735661
"GDPD1",1.57282818431168e-06,-0.746100078604055,0.387,0.624,0.0298853083301063
"UBE3B",1.57302260996789e-06,-0.435716810995317,0.664,0.876,0.0298890026119998
"RPL26",1.58275047185367e-06,-0.409338124224869,1,1,0.0300738417156916
"STX1A",1.58279417343352e-06,-1.14821687232944,0.227,0.516,0.0300746720894104
"CMC2",1.59256416342952e-06,-0.513130237076077,0.58,0.79,0.0302603116693243
"TRIM11",1.59274702060536e-06,-0.353612278173925,0.756,0.925,0.0302637861385225
"EHHADH",1.59639125114833e-06,-1.69961335341727,0.101,0.349,0.0303330301630694
"LRTM1",1.59845185514779e-06,-2.11054645436338,0.059,0.285,0.0303721836996631
"MPDZ",1.60194976890955e-06,-0.401964660277079,0.731,0.925,0.0304386475590504
"FIGNL1",1.60428641577601e-06,-0.341828076944291,0.748,0.876,0.0304830461861599
"PIGN",1.60821735842117e-06,-0.605801101848811,0.538,0.812,0.0305577380273607
"SRR",1.6179781290891e-06,-0.75705489540719,0.412,0.672,0.030743202430822
"MPV17",1.6362021644129e-06,-0.108036781983094,0.992,1,0.0310894773260096
"TAL2",1.64048954494821e-06,2.01357485746581,0.252,0.059,0.0311709418435609
"SMCR5",1.64231850461626e-06,-0.360137270124132,0.739,0.898,0.0312056939062135
