"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"CLEC1A",0.00148626943278562,0.647079594007234,0.58,0.366,1
"CACYBP",0.0014864669047853,0.237376359256487,0.992,0.952,1
"RAB9A",0.00148961651031832,0.192092765305245,0.975,0.887,1
"VMO1",0.00149089939844307,-1.03632943615581,0.134,0.301,1
"NBPF19",0.00149597615487092,0.168159305768352,0.874,0.823,1
"C1orf229",0.00149691549224084,1.09683134199019,0.269,0.124,1
"DLEU7",0.00150542281667953,-1.72489276186563,0.042,0.161,1
"ZNF285",0.00150542281667953,-1.72489276186563,0.042,0.161,1
"SLC9A9",0.00150574796332998,-0.523039742191231,0.387,0.554,1
"SLC23A2",0.00150661435765187,-0.350970684639442,0.672,0.855,1
"SHCBP1",0.00150727579695399,-0.838302328863849,0.218,0.382,1
"TBC1D23",0.0015175432510939,-0.106543122843082,0.958,0.978,1
"PCDH19",0.00151804267233529,-0.287284155422054,0.79,0.941,1
"MUS81",0.00151890113063217,-0.182389908053881,0.874,0.973,1
"ZFAT",0.00152086097284512,-0.284830454539595,0.706,0.839,1
"VIT",0.00152205644663664,-1.7298989109792,0.05,0.172,1
"AL669831.5",0.00152298194524205,-0.105829226578724,0.882,0.909,1
"MTOR",0.00152320465230405,-0.337558815179065,0.664,0.828,1
"NPEPL1",0.00152577386015072,-0.476951687993243,0.437,0.597,1
"TRIM13",0.00152821748709452,-0.104474303261845,0.992,0.995,1
"ESCO2",0.00153046432031866,-0.955613306472109,0.168,0.328,1
"AC114488.2",0.00153150397374532,-3.35565895219991,0,0.081,1
"NPC1L1",0.00153150397374532,-3.35565895219991,0,0.081,1
"AL391987.4",0.00153150397374532,-3.35565895219991,0,0.081,1
"KCNA5",0.00153150397374532,-3.35565895219991,0,0.081,1
"AC025430.1",0.00153150397374532,-3.35565895219991,0,0.081,1
"WDR43",0.00153151072987767,-0.145588842253271,0.933,0.995,1
"ELOVL4",0.00153259269498837,-0.219316608264088,0.756,0.855,1
"HIST1H2AB",0.00153302098606955,-1.08613823572154,0.126,0.269,1
"CDK13",0.00153875143749925,-0.128832667545806,0.992,1,1
"LINC01376",0.0015396347913792,0.201138915898579,0.731,0.677,1
"SYDE2",0.00154330437676284,-0.25521536616854,0.765,0.898,1
"TRIM58",0.00154367708337344,-1.26254954780843,0.092,0.237,1
"FAM178B",0.00154367708337344,-1.26254954780843,0.092,0.237,1
"TST",0.00154402272114459,-0.428031247455477,0.555,0.731,1
"LINC01006",0.00154500071296292,-0.129722389405199,0.916,0.978,1
"AC093297.2",0.00154538108149618,0.907499808346499,0.361,0.188,1
"NOB1",0.00154580287615749,-0.109289432814645,0.975,1,1
"MITF",0.00154636557716459,-0.609567569856966,0.353,0.543,1
"HEXIM2",0.00154692734843501,0.490018024448675,0.588,0.435,1
"SYTL4",0.00154884899577503,-0.188039025297035,0.815,0.882,1
"ADAM12",0.00154937305431219,-0.737529587543556,0.269,0.457,1
"AC000068.1",0.00155852185574386,-1.47620176336289,0.05,0.177,1
"PLA2G15",0.0015595800996574,-0.315038504221631,0.697,0.871,1
"TMEM126B",0.00156316325368149,-0.178358919346034,0.756,0.833,1
"AC067750.1",0.0015637054116486,-0.213460508601685,0.798,0.919,1
"ADARB1",0.0015741691489808,-0.850116604513251,0.21,0.403,1
"AC100786.1",0.0015753962396808,-0.53562511317208,0.378,0.554,1
"FBLN5",0.00157978545348863,1.16231507335534,0.244,0.108,1
"SRRM3",0.00158002969215007,-1.17045621787416,0.109,0.247,1
"SHC4",0.00158148033525875,-1.23945713667638,0.101,0.242,1
"RPL23",0.00158155215613325,-0.359612693115713,0.992,1,1
"CHST10",0.00158203548562644,-0.329357955082793,0.588,0.731,1
"PRICKLE3",0.00158204319846573,0.694094082997187,0.487,0.301,1
"LINC01572",0.00158230307010037,-0.625539542911029,0.303,0.462,1
"CHD1",0.00158839093583784,-0.131470895633861,0.958,0.968,1
"BRIP1",0.00158841778921415,-0.948956653727357,0.176,0.339,1
"DAPK2",0.00159054938272254,-0.972888835241597,0.16,0.339,1
"MOXD1",0.00159075152934586,-0.572591829972068,0.395,0.597,1
"DEDD2",0.00159106788638217,-0.337196176988745,0.622,0.774,1
"FBLL1",0.00159164191747755,1.84867853339531,0.134,0.038,1
"HHIPL2",0.00159378636729693,-1.64952515690287,0.034,0.151,1
"PCSK5",0.00159558696612582,0.458131580315283,0.697,0.527,1
"PPIL6",0.00159745128296631,0.169799033910954,0.899,0.823,1
"SPG7",0.00159970531044926,-0.100654117518011,0.992,0.995,1
"FAM241A",0.00160131522178032,-0.817224152592513,0.235,0.435,1
"AC027013.1",0.00160904926607899,-0.919455432966437,0.185,0.339,1
"EDA",0.00161155468862018,-0.641963137356553,0.336,0.532,1
"ASL",0.00161166726984597,-0.179520117084315,0.84,0.93,1
"SEPT2",0.00162544652779768,-0.147783133657983,1,1,1
"CDC42EP2",0.00162582694892052,-0.511453624807336,0.471,0.677,1
"ZNF732",0.00163111879775479,-1.8222079055902,0.025,0.134,1
"GPR35",0.0016324836192957,-1.20980808573646,0.101,0.247,1
"TLR3",0.00163697790803154,-0.747976374978672,0.261,0.446,1
"TMEM91",0.00163697790803154,-0.747976374978672,0.261,0.446,1
"AGXT",0.00164027076242287,-2.11095982029492,0.025,0.129,1
"ACADVL",0.00164032533865225,0.132225262914139,1,0.995,1
"FN3K",0.00164302993915462,-0.331750174498617,0.555,0.694,1
"VCL",0.00164704612508581,0.433942128847518,0.79,0.747,1
"C9orf78",0.00164781164995136,-0.112789749620983,1,1,1
"PRKCZ-AS1",0.00165302267436065,-1.03678796553527,0.126,0.28,1
"AC118553.1",0.00165396902884493,1.83698612574248,0.126,0.032,1
"ZFPM2",0.00165396902884493,1.83698612574248,0.126,0.032,1
"FLT1",0.00165396902884493,1.83698612574248,0.126,0.032,1
"SEMA7A",0.00165416691806518,-0.954813738075045,0.176,0.339,1
"NAALAD2",0.00165451350901031,-0.576703653863134,0.403,0.613,1
"LRFN5",0.00166028672303597,-0.861549881929869,0.202,0.376,1
"NAIF1",0.0016608330628387,-0.730206726584181,0.252,0.419,1
"RTKN2",0.00166264459500721,-0.806669208444291,0.218,0.371,1
"SMARCE1",0.00166287867517918,-0.110680334453817,0.992,1,1
"POTEF",0.00166693906328081,1.44444622839834,0.168,0.054,1
"ZDHHC23",0.0016673258211553,-1.43366146420119,0.067,0.199,1
"SLC20A2",0.00166793795856241,-0.135497566562478,0.899,0.957,1
"ELMO2",0.00166829804742479,-0.163880356205549,0.891,0.968,1
"ANKRD40",0.001668709025223,-0.18948622468866,0.857,0.952,1
"PSMC3",0.00167590264081994,-0.117617789028465,0.95,0.93,1
"NOL8",0.00167737937907898,-0.108543338691163,0.933,0.973,1
"SETD9",0.0016795785661857,-0.952961124113473,0.143,0.317,1
"ATP6V1E1",0.00169339366938853,0.15057809523307,1,1,1
"MTRNR2L12",0.00169507081328104,0.359092430111088,0.966,0.833,1
"EIF3C",0.00169631112496242,0.220557744916146,0.958,0.866,1
"C1orf112",0.00169787747115696,-0.599049113289083,0.345,0.527,1
"AL359232.1",0.00170037771166177,-0.614514635144714,0.328,0.495,1
"EYA4",0.00170535284201909,-1.16301387425752,0.109,0.258,1
"CBARP",0.00170535284201909,-1.16301387425752,0.109,0.258,1
"TSEN15",0.00170824554543999,0.307896280626878,0.95,0.806,1
"CERS1",0.00170946528509493,-0.879220908256925,0.193,0.366,1
"SLC36A1",0.00171499284082458,-0.968479317978353,0.16,0.328,1
"LINC01082",0.00172141817560101,-0.325968648122347,0.597,0.731,1
"CDHR2",0.0017224126493852,-1.70047438748625,0.025,0.134,1
"GPR135",0.00172409912943928,0.557914996570883,0.555,0.419,1
"MORF4L1",0.00172442299450927,-0.180515489547624,1,1,1
"AL357507.1",0.00172524418024524,-1.26381915716252,0.084,0.226,1
"SV2C",0.00172813253951588,0.853058370834171,0.353,0.199,1
"SNAP23",0.00173093271464333,-0.119277216333707,0.916,0.968,1
"RPF2",0.00173170260646042,0.175701017593224,0.983,0.946,1
"EDN3",0.00173213076714359,-0.863435382676653,0.109,0.269,1
"MCF2L-AS1",0.00173431389729764,-1.84108577937015,0.034,0.145,1
"NXPH3",0.00173431389729764,-1.84108577937015,0.034,0.145,1
"PSMB9",0.00173431389729764,-1.76959601467721,0.034,0.145,1
"THSD1",0.00173517804927579,-0.536351114685052,0.403,0.591,1
"CYP26B1",0.00174468273969101,0.843012754269483,0.361,0.215,1
"VARS",0.0017456230723538,-0.199456639547213,0.79,0.882,1
"HSPG2",0.00174735941650392,0.21398118539066,0.891,0.812,1
"AC002456.1",0.00175289177929427,-0.898186186600672,0.185,0.355,1
"NDUFA7",0.00175289177929427,-0.898186186600671,0.185,0.355,1
"PIK3IP1-AS1",0.00175986646970232,1.77335625105455,0.126,0.032,1
"WHAMM",0.00176361741044134,-0.113146266252232,0.95,0.978,1
"AC105760.2",0.00177467240789172,-0.828986966774768,0.218,0.398,1
"RBM45",0.00177693272854821,-0.279892536001314,0.706,0.855,1
"LIMS1",0.00177998536378012,0.183809828042408,1,1,1
"RANBP6",0.00178307991080019,-0.196573308354124,0.849,0.935,1
"SMIM27",0.00178379256293793,-0.185359658117013,0.79,0.887,1
"AL928921.2",0.0017857622034626,0.914430211167832,0.336,0.177,1
"NDNF",0.00178819562661821,0.512927709862002,0.605,0.441,1
"AC092111.1",0.00178953249133506,-0.91859514659107,0.176,0.344,1
"IFI27",0.00178973077497019,-0.341362839552817,0.605,0.704,1
"HMMR",0.00179116739577031,-1.04309474203887,0.143,0.301,1
"AC009126.1",0.00179263531447239,-0.92460425138238,0.168,0.328,1
"TIMM13",0.00179611965155644,-0.130717988166926,0.983,0.984,1
"TMEM59",0.00179613979176304,0.157021890990667,1,0.978,1
"OR2B6",0.00179796349020928,-1.59269814950076,0.05,0.172,1
"ABCB4",0.00179796349020928,-1.59269814950076,0.05,0.172,1
"AF233439.1",0.00179796349020928,-1.59269814950076,0.05,0.172,1
"IDH3G",0.00180405519736078,0.154484379881344,0.983,0.962,1
"PRMT3",0.00180961793129568,-0.231657049874885,0.723,0.839,1
"RABL2A",0.00181133341468622,-0.136690447244473,0.916,0.973,1
"ZNF813",0.0018127486016551,-0.770696451478756,0.244,0.425,1
"AL121944.1",0.00181640892021498,-0.787107344699118,0.21,0.366,1
"ZNF416",0.00181766866688194,-0.837419407257108,0.218,0.382,1
"PRIM2",0.00181834883864853,-0.120972339256571,0.84,0.871,1
"SPG11",0.00181879327222475,-0.160665332983718,0.849,0.93,1
"TMEM187",0.00181932575040397,0.241689886559374,0.916,0.785,1
"HIST1H2AK",0.0018207880493752,-0.98216946853738,0.143,0.285,1
"TBCB",0.00183716862956209,0.171773341112175,1,0.978,1
"SRGAP2C",0.00183763241322763,-0.156960977944137,0.84,0.892,1
"AC026904.3",0.00183807748122722,-0.964468194875436,0.16,0.323,1
"HIST1H2BJ",0.00184143403882685,-1.3022035883272,0.084,0.215,1
"AC026741.1",0.00184318884425275,-1.35565895219991,0.076,0.21,1
"ARIH1",0.00184490865826726,-0.165483789204865,0.95,0.968,1
"PPP1R36",0.00184680142497395,1.73180388905043,0.134,0.038,1
"ZNF497",0.00184771024418316,-0.990374488118168,0.151,0.312,1
"RDM1",0.00186559513957885,-1.25495682839632,0.084,0.22,1
"MOCS1",0.00186594905796455,-1.06395781491611,0.134,0.29,1
"ABHD15",0.00186594905796455,0.947763385861549,0.319,0.172,1
"CREB1",0.00186634733334994,-0.134986288623253,0.958,0.995,1
"RHBDD1",0.00186753822177372,-0.391728206907434,0.655,0.866,1
"SDHAF4",0.00186782668151071,-0.205687950844572,0.739,0.833,1
"YWHAZ",0.00187907793282425,0.283786982599594,1,1,1
"AL080317.1",0.00188106656101036,-0.43695905430176,0.571,0.78,1
"TPTEP2-CSNK1E",0.00188106656101036,-0.43695905430176,0.571,0.78,1
"CDC20",0.00188482978481249,-1.11718251178546,0.126,0.28,1
"CAMK1D",0.00189139826860089,0.34100605355431,0.874,0.71,1
"MAPRE1",0.00189181248414662,-0.103059627591528,0.992,0.995,1
"FERMT2",0.00189530284669387,0.228329335705965,0.992,0.935,1
"AC108136.1",0.00189665090421482,-2.6035864656435,0.008,0.097,1
"CR936218.1",0.00189665090421482,-2.6035864656435,0.008,0.097,1
"AC099687.1",0.00189819131658285,2.8142660492424,0.067,0.005,1
"AC092490.1",0.00189819131658285,2.8142660492424,0.067,0.005,1
"LINC02340",0.00189819131658285,2.8142660492424,0.067,0.005,1
"AC067852.2",0.00189819428784242,-0.65475374499675,0.294,0.457,1
"PLGLB1",0.00189956973130652,-0.783080175934588,0.235,0.414,1
"TACO1",0.00190070889389426,-0.251818610260429,0.748,0.887,1
"ASIC4",0.00191559529698053,1.40490656326452,0.202,0.086,1
"CRTC3-AS1",0.00191749174720868,-1.99951514197464,0.025,0.129,1
"Z97832.2",0.00192073710108441,0.803038793819146,0.395,0.226,1
"SRPK3",0.0019243381920266,1.68476038050916,0.143,0.043,1
"NEK2",0.00192604967010594,-1.13922197612804,0.118,0.269,1
"FAM53C",0.00192671892581884,-0.141436253778173,0.933,0.925,1
"GALE",0.00192759136053852,-0.18438100726964,0.756,0.828,1
"BFSP1",0.00192900228545224,-0.424637260759591,0.454,0.586,1
"STK38",0.00193048043691406,-0.104689049099344,0.966,1,1
"IRF1",0.00193906296793574,0.324281972197227,0.832,0.715,1
"CHST1",0.00193928263508896,-1.60076130167823,0.059,0.183,1
"LINC01208",0.00194698347920797,2.22930354852124,0.092,0.016,1
"STBD1",0.00194698347920797,2.22930354852124,0.092,0.016,1
"GLYAT",0.00194698347920797,2.22930354852124,0.092,0.016,1
"RTN4",0.00194792820602466,0.257967292663392,1,1,1
"ARL6IP4",0.00194792820602466,-0.171693536572109,1,1,1
"LINC00957",0.00195590180572007,-0.7813575550422,0.227,0.392,1
"AC083964.1",0.00195730950077087,2.8352095392211,0.067,0.005,1
"APOL1",0.00196106512961123,0.668588594046765,0.496,0.312,1
"GPATCH3",0.00196361773343366,-0.338050539521669,0.63,0.774,1
"NEU1",0.00196705116496323,0.256635261162049,0.899,0.801,1
"NAA60",0.00196755809278189,-0.282958413206265,0.706,0.849,1
"SLC2A13",0.00197341105072574,-0.256835022124729,0.739,0.882,1
"ACBD4",0.0019752732735613,1.02503767962787,0.277,0.14,1
"AQR",0.00198126793767332,-0.166859672699066,0.857,0.925,1
"AL032819.1",0.00198192338948242,1.22930354852124,0.218,0.091,1
"SHISA9",0.00198464354667488,-0.796231543585894,0.227,0.403,1
"TICAM2",0.00198749819125583,2.75524018877791,0.067,0.005,1
"SHKBP1",0.00198830883912792,-0.260223924656475,0.782,0.93,1
"YJEFN3",0.00199672295945461,-0.26452569891905,0.613,0.731,1
"MLPH",0.00199776760868989,-2.23012807011605,0.017,0.113,1
"AL135905.1",0.00199776760868989,-2.23012807011605,0.017,0.113,1
"RUNDC3A-AS1",0.00199776760868989,-2.23012807011605,0.017,0.113,1
"KLHL14",0.00199776760868989,-2.23012807011605,0.017,0.113,1
"AL121827.2",0.00199776760868989,-2.23012807011605,0.017,0.113,1
"CD177",0.00199776760868989,-2.23012807011605,0.017,0.113,1
"ZNF404",0.00199776760868989,-2.23012807011605,0.017,0.113,1
"TSPEAR-AS1",0.00199776760868989,-2.23012807011605,0.017,0.113,1
"BIRC7",0.00199836339993263,1.64434104780009,0.143,0.043,1
"BPNT1",0.00200360788660679,-0.161082131983021,0.866,0.946,1
"TROAP",0.00200942823849535,-1.03057482052014,0.143,0.296,1
"APBB2",0.00201222269675083,0.664662430584888,0.403,0.274,1
"SLC2A1",0.00201327293404762,0.757935454434582,0.513,0.339,1
"MIR548XHG",0.00201699414235671,-1.15564573985709,0.109,0.258,1
"TNFAIP6",0.00201801877382662,-0.958184238387821,0.16,0.323,1
"AC117394.2",0.00203612732261116,3.45169596985769,0.05,0,1
"BX088651.4",0.00203612732261116,3.45169596985769,0.05,0,1
"AC078880.3",0.00203612732261116,3.45169596985769,0.05,0,1
"AC254629.1",0.00203612732261116,3.37766305924365,0.05,0,1
"ZBTB2",0.00203625351991529,-0.218815624877716,0.765,0.882,1
"AC005162.3",0.0020432754915885,-0.811560785576515,0.168,0.339,1
"PROSER3",0.0020457659811146,-0.194785223025048,0.824,0.914,1
"PSMD4",0.0020463818971686,-0.127854527933676,1,1,1
"AC024581.1",0.00204699693698021,-1.34494058695158,0.092,0.226,1
"SDAD1",0.00205088508397078,-0.121808775769346,0.958,0.995,1
"MYH9",0.0020534146424092,0.410631262630993,0.857,0.753,1
"TRAF2",0.00205663485252482,-0.247266885979916,0.622,0.726,1
"KIF4A",0.00205776866415548,-0.943830914771865,0.193,0.349,1
"TMEFF1",0.00206920549701124,-1.30353861952356,0.084,0.22,1
"KIF23",0.00207221406740032,-0.938918225921434,0.193,0.344,1
"ALKBH3-AS1",0.00207499387675812,1.73135129984963,0.143,0.043,1
"AC011893.1",0.00207577696343678,-1.48494196914488,0.059,0.183,1
"AC008443.3",0.00207577696343678,-1.48494196914488,0.059,0.183,1
"PIK3R2",0.00207577696343678,-1.48494196914488,0.059,0.183,1
"GALNT7",0.00207620323856472,-0.248158387974528,0.697,0.758,1
"FAM111B",0.00207721457542381,-1.13437322249124,0.118,0.269,1
"SLC25A19",0.00208068837779188,-0.742141963583623,0.227,0.382,1
"CCNG2",0.00208163972456356,-0.38714705151725,0.588,0.737,1
"NOC4L",0.00208695551496919,-0.171197960833388,0.815,0.903,1
"CEBPD",0.00209390959915801,0.469447383783786,0.756,0.624,1
"C6orf48",0.00209692471497846,-0.188659174817405,0.958,0.973,1
"MIB1",0.00209727932020693,-0.108440230494532,0.975,0.995,1
"XKR9",0.00210144753624952,-0.41376190676348,0.605,0.812,1
"FAM133B",0.00210196555203514,-0.215108450673903,0.966,1,1
"NGRN",0.00210293675993194,-0.166856470987608,0.832,0.914,1
"IDH1",0.00210380848382519,-0.243841351870223,0.782,0.919,1
"AL023803.2",0.00210568896249398,-1.64078017502163,0.05,0.167,1
"PKNOX1",0.00210673682693322,-0.101893676131378,0.916,0.93,1
"AC091932.1",0.00210957139416889,1.57034046635631,0.151,0.048,1
"OLFM4",0.00211599470848156,-1.29059454437958,0.076,0.21,1
"AC004803.1",0.00212475900043868,-0.669767542627975,0.303,0.489,1
"ARHGAP26",0.00212535293880128,0.508542993764445,0.672,0.5,1
"ERCC6L",0.00212582753598904,-0.904332317427276,0.176,0.323,1
"MYH7B",0.00212687938030113,-0.562733775900206,0.336,0.484,1
"ZNF155",0.00212725254515383,-0.793300907469739,0.21,0.371,1
"ACTN2",0.0021277495756085,1.28819723757481,0.202,0.081,1
"ATP5PF",0.00213030836773786,-0.154055749723471,1,0.995,1
"MXD1",0.00213295355110566,-0.431849042417547,0.471,0.624,1
"ANKRD45",0.00213379117157574,-1.23012807011605,0.092,0.231,1
"OR2AG2",0.00213379117157574,-1.23012807011605,0.092,0.231,1
"PRRG4",0.00213379117157574,-1.23012807011605,0.092,0.231,1
"NPAS4",0.00213379117157574,-1.23012807011605,0.092,0.231,1
"UQCRFS1",0.00213982580506576,-0.120016392688138,0.992,1,1
"VAMP8",0.00214384263465294,-1.67758704708727,0.042,0.156,1
"IGF2BP2-AS1",0.00214384263465294,-1.67758704708727,0.042,0.156,1
"LINC00426",0.00214384263465294,-1.67758704708727,0.042,0.156,1
"CIT",0.00214769568429411,-0.847432015693328,0.202,0.355,1
"RPL12",0.00214938221514016,-0.25442406762693,1,1,1
"PLK1",0.00215007168179004,-1.11925985543823,0.118,0.269,1
"AC099850.1",0.00215008201169017,0.929743266662336,0.319,0.167,1
"AL590004.4",0.00215758742358753,-1.14152413953018,0.109,0.253,1
"VAT1",0.00215869660103001,0.143818382290056,0.992,0.957,1
"NIPA1",0.00215881363214961,-0.778258441993027,0.235,0.419,1
"UGCG",0.00216159721079955,-0.162596697915963,0.84,0.898,1
"SUGCT",0.00216585588868565,-0.308741812545232,0.622,0.758,1
"APLN",0.00217006531086885,0.949893870645062,0.328,0.183,1
"EMILIN3",0.00217368427797787,-0.303468229599504,0.597,0.71,1
"AC004490.1",0.00218317808911813,1.50683752405015,0.16,0.054,1
"MMRN2",0.00218437238007921,1.08312594961867,0.261,0.124,1
"PCTP",0.00218907777652438,0.231509857911758,0.983,0.86,1
"TWIST2",0.00219105707272063,-0.191507207967861,0.756,0.801,1
"AC010654.1",0.00219290507054025,0.751248615928548,0.387,0.247,1
"REEP1",0.0021989606465777,-0.730669371674233,0.244,0.403,1
"CDCP1",0.00220229194362809,-2.00261522868294,0.034,0.14,1
"TENT5C",0.00220950834672294,-0.790602039631523,0.218,0.382,1
"NTN3",0.00221788180325577,1.3605480817995,0.185,0.07,1
"AC022762.2",0.00222294549450025,1.45169596985769,0.168,0.059,1
"CR381653.1",0.0022253917069685,-0.96451043732045,0.16,0.317,1
"ZNF217",0.00222656640499304,-0.12216917029635,0.933,0.978,1
"NAV2-AS3",0.00223308322539766,1.40333294829629,0.176,0.065,1
"RASA1",0.00223345451999902,-0.109999552460634,0.916,0.941,1
"ZEB1-AS1",0.00223730569601919,0.153996500529183,0.941,0.882,1
"SLC7A2",0.00223825020082556,-1.00783968653922,0.134,0.301,1
"C15orf62",0.00224320498348776,-3.26254954780843,0,0.075,1
"SLX1A",0.00224320498348776,-3.26254954780843,0,0.075,1
"TSPEAR-AS2",0.00224320498348776,-3.26254954780843,0,0.075,1
"LECT2",0.00224642923597578,-1.17878119011583,0.101,0.242,1
"AC138969.1",0.00224642923597578,-1.17878119011583,0.101,0.242,1
"DDTL",0.00224642923597578,-1.17878119011583,0.101,0.242,1
"GLUD1",0.00224709719779066,0.1333988232607,1,0.978,1
"RPL11",0.00224712140725585,-0.308452556631302,1,1,1
"BRD4",0.00224712140725585,-0.137148675152382,1,1,1
"STRA6",0.00225238533445638,-0.433655977642041,0.529,0.71,1
"C18orf54",0.00225343216468565,-0.855471323008038,0.193,0.344,1
"ITGA2B",0.00225542645664608,-0.801765857072137,0.244,0.441,1
"ABHD4",0.00225934826243536,0.621966888699537,0.504,0.344,1
"AMOT",0.00226486755671041,-0.323868861713639,0.655,0.774,1
"ZNF471",0.00226512657833172,-0.422592476389166,0.479,0.608,1
"RNF113A",0.00226715135954674,0.119484414049986,1,0.995,1
"RPL15",0.00227722755376744,-0.314762396364753,0.992,1,1
"TADA2B",0.00228688898833119,-0.132502858133645,0.849,0.898,1
"NCDN",0.00229249650129612,-0.569254425299201,0.387,0.581,1
"CAMKK2",0.00229255242309587,-0.279350079112473,0.723,0.871,1
"TMEM255A",0.00229538613372828,-1.61755762779981,0.05,0.167,1
"AL390729.1",0.00229560783305146,-1.22569057248887,0.092,0.226,1
"S100P",0.00229715167497499,1.24092903037505,0.202,0.081,1
"CHMP5",0.00229750312062205,-0.103335931716606,0.992,1,1
"EIF2S3B",0.00230359507916936,-0.732363777807943,0.252,0.457,1
"CDCA7",0.00230684913101968,-0.570211440498839,0.37,0.538,1
"CSRNP2",0.00231334314239008,-0.167483341659576,0.849,0.919,1
"ALG12",0.00231702851170148,-0.259923381053029,0.639,0.747,1
"RPS18",0.00231794392039972,-0.314825502101056,1,1,1
"MYC",0.00231798007750517,0.493845584283003,0.655,0.473,1
"HDAC9",0.00232207753086936,-0.303453528004547,0.681,0.817,1
"AC005884.1",0.0023223055951579,-1.14728493678479,0.109,0.253,1
"CARMN",0.00232428565109462,0.439400339218884,0.874,0.769,1
"DACT1",0.00232606996999121,-0.235280215268686,0.731,0.806,1
"AL049780.2",0.00232679979549208,1.42535547125916,0.176,0.065,1
"OVCH1-AS1",0.00233210137334798,-1.39518731638655,0.067,0.194,1
"STARD6",0.00233210137334798,-1.39518731638655,0.067,0.194,1
"APOBEC3B",0.00233210137334798,-1.39518731638655,0.067,0.194,1
"ARRB1",0.00233280199272619,-0.544692776589929,0.412,0.608,1
"AC109347.1",0.00233500684180319,-1.19405051180981,0.092,0.231,1
"CCDC40",0.00233570087777928,-0.142110124338551,0.899,0.962,1
"AL512353.1",0.00233716550220675,-1.13326653086346,0.109,0.253,1
"AL160191.1",0.00233716550220675,-1.13326653086346,0.109,0.253,1
"HAUS8",0.00233753127749904,-0.747389301859478,0.218,0.392,1
"PKMYT1",0.0023418431383665,-0.940401154176693,0.16,0.312,1
"GMIP",0.00234938297000988,-0.876491115501353,0.185,0.349,1
"INPP5B",0.00234973025997676,-0.220669799649565,0.782,0.892,1
"LYN",0.00235118041927738,0.572762288173567,0.496,0.349,1
"AC062029.1",0.00236709640788554,-0.835065650901947,0.202,0.366,1
"MELK",0.00236709640788554,-0.804620482211664,0.21,0.36,1
"TMEM98",0.00236977671039652,-0.142447488641313,1,1,1
"ACOT4",0.00237290544652278,1.39560872312856,0.176,0.07,1
"TSHR",0.00237839423515715,-0.184899079628942,0.79,0.882,1
"AC107952.2",0.00237928067202892,-1.25201344716032,0.084,0.215,1
"NMB",0.00238217714966746,-0.403697161740037,0.555,0.742,1
"DLGAP5",0.00238297187554221,-1.03535640591537,0.176,0.323,1
"PSMD5",0.00238674317799474,-0.178215900206617,0.824,0.903,1
"ZNF385B",0.00238859649092014,-1.23532785446303,0.084,0.22,1
"CAPN6",0.00238975658777339,-1.12293454748511,0.16,0.312,1
"NUDT4",0.00239071619359732,-0.11734121072291,0.966,0.989,1
"CAPRIN2",0.00239102657050762,-0.210662711575139,0.798,0.903,1
"ANLN",0.00239146463664185,-0.898880049056566,0.202,0.349,1
"AL450326.1",0.00239808035234315,-0.60181953946931,0.353,0.543,1
"ACRBP",0.00240201420718702,-0.896227333562615,0.176,0.339,1
"L3MBTL3",0.00240450880017797,-0.340556308131515,0.647,0.817,1
"ROR1-AS1",0.00240659722473257,-1.09262454636612,0.118,0.263,1
"AC015982.1",0.00240659722473257,-1.09262454636612,0.118,0.263,1
"AC093901.1",0.00240659722473257,-1.09262454636612,0.118,0.263,1
"HSPA6",0.00241712414957831,2.2711350711649,0.101,0.022,1
"RTN4IP1",0.00241912689446092,-0.469236402595311,0.471,0.651,1
"SWT1",0.00242210886495855,0.80944405899539,0.395,0.215,1
"AL137802.2",0.00242392202886201,-0.845844091503718,0.202,0.355,1
"AC132192.1",0.00242570757143027,-0.74600360756391,0.244,0.409,1
"NAPA",0.0024366887645225,-0.134907412432444,0.824,0.882,1
"TMEM200B",0.00243695544228009,-0.364454063139297,0.588,0.753,1
"CEP85L",0.00243792458199646,0.284935049227258,0.95,0.849,1
"AC009163.7",0.00244472639011541,-0.917537839808027,0.168,0.328,1
"DGKH",0.00244484487980224,-0.326205119440376,0.613,0.758,1
"DNM1",0.002447001571636,-0.199138505181705,0.891,0.973,1
"TRIM52",0.00245312973868131,-0.191801387828883,0.798,0.876,1
"ITPR3",0.00245570285122779,-1.056098670341,0.126,0.274,1
"GLUD2",0.00245570285122779,-1.056098670341,0.126,0.274,1
"YJU2",0.00245803059091209,-0.25324899556568,0.655,0.78,1
"AC011603.2",0.00246213527368021,-0.450373233340166,0.445,0.608,1
"RB1-DT",0.00246523871324324,-1.13536083803809,0.101,0.247,1
"EIF5B",0.00246575782019279,-0.150151745883323,1,1,1
"LLGL2",0.0024708369419861,-1.01199045801848,0.134,0.285,1
"MEIOC",0.00247601761911394,-0.940621452921068,0.16,0.317,1
"ZNF699",0.00247632460007642,-0.130075521614784,0.941,0.989,1
"SLC40A1",0.00247704678954819,-0.334014262899767,0.664,0.812,1
"LRRC24",0.00247715064616932,0.779512515741305,0.361,0.22,1
"SPATA21",0.00248272224975876,-1.78861835947602,0.034,0.14,1
"NR1I3",0.00248272224975876,-1.78861835947602,0.034,0.14,1
"KLHL41",0.00248272224975876,-1.78861835947602,0.034,0.14,1
"LINC02147",0.00248272224975876,-1.78861835947602,0.034,0.14,1
"LGALS12",0.00248272224975876,-1.78861835947602,0.034,0.14,1
