"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"ZBTB20-AS4",0.600382433791482,-0.15563833656643,0.234,0.275,1
"MCC",0.600743542991414,0.131929530234068,0.766,0.661,1
"DCUN1D3",0.601512677281011,0.138168043848655,0.851,0.752,1
"OPLAH",0.602931569009957,-0.210597735779119,0.128,0.147,1
"HNF1A",0.602959962220819,-0.152469439854229,0.149,0.165,1
"STK10",0.603024982367223,0.262623964527938,0.851,0.697,1
"AFAP1L2",0.603160003266267,0.383520474541601,0.17,0.138,1
"LTBP2",0.603160003266267,0.383520474541601,0.17,0.138,1
"ATP4A",0.603160003266267,0.383520474541601,0.17,0.138,1
"AC124798.1",0.603160003266267,-0.225295488506934,0.128,0.156,1
"HIST1H2BG",0.603758278119325,0.952203723520264,0.043,0.028,1
"TG",0.603758278119325,0.938022887219151,0.043,0.028,1
"LINC00898",0.603758278119325,-0.459964054050711,0.021,0.037,1
"AC024940.1",0.603758278119325,-0.338725947676568,0.021,0.037,1
"AL021068.1",0.603758278119325,-0.28075138351307,0.021,0.037,1
"AC114730.2",0.603758278119325,-0.253966854508211,0.021,0.037,1
"CDKN2B",0.604092920551358,0.143300394408925,0.426,0.358,1
"CMPK2",0.60469993018132,-0.112876376870876,0.277,0.303,1
"TXNDC5",0.605818680556768,-0.164916150154441,0.191,0.229,1
"LINC00629",0.605818680556768,-0.164916150154441,0.191,0.229,1
"AC009812.4",0.605818680556768,-0.164916150154441,0.191,0.229,1
"RNF31",0.605818680556768,-0.164916150154441,0.191,0.229,1
"EAF2",0.606114013482768,-0.178721949679471,0.149,0.183,1
"AL136304.1",0.606114013482768,-0.178721949679471,0.149,0.183,1
"EDDM13",0.606114013482768,-0.178721949679471,0.149,0.183,1
"AC026495.1",0.606954197248397,-0.13274447559038,0.34,0.385,1
"NTRK3",0.608952298203496,-0.138554795947411,0.298,0.321,1
"AC023908.3",0.609117557671347,-0.120843324980804,0.34,0.358,1
"FAM76A",0.611455562072118,0.11816454189454,0.979,0.917,1
"RTCA-AS1",0.611919877489888,-0.22310387771431,0.128,0.156,1
"ZBTB16",0.612614541358282,-0.406229639517714,0.021,0.037,1
"LINC01030",0.612614541358282,-0.266902945523679,0.021,0.037,1
"KIF9",0.613942070967326,-0.100534322417481,0.851,0.899,1
"AC021739.3",0.614846604269145,-0.26898999923956,0.106,0.128,1
"VMAC",0.614850262942022,-0.209044905188575,0.489,0.606,1
"AL354811.1",0.615187898345857,-0.190662220226461,0.191,0.229,1
"AC008429.1",0.615638709119946,0.406240551041685,0.149,0.119,1
"ANGPTL4",0.616805963383478,-0.104938527781573,0.255,0.284,1
"GASAL1",0.616812883891871,-0.112007090189503,0.383,0.404,1
"AZIN2",0.618021667765767,-0.102059976357617,0.83,0.908,1
"VNN2",0.618047500871958,0.559446677072219,0.106,0.083,1
"TRMT61A",0.61885371187985,-0.140163387299566,0.702,0.798,1
"SMIM24",0.619150043353511,-0.182047577116739,0.043,0.064,1
"PITPNM1",0.62055725189968,-0.12449248488666,0.681,0.761,1
"DKK1",0.620735599676078,-0.318955663959468,0.128,0.156,1
"CAPN12",0.620870182883662,0.109258813284553,0.83,0.78,1
"VEGFD",0.621527751509433,1.01018855593549,0.043,0.028,1
"RND1",0.621527751509433,-0.120510581068041,0.021,0.037,1
"PTAFR",0.621527751509433,-0.108332621788073,0.021,0.037,1
"AL513327.1",0.621527751509433,-0.108332621788073,0.021,0.037,1
"ZMYM4-AS1",0.621527751509433,-0.108332621788073,0.021,0.037,1
"AC093151.2",0.621527751509433,-0.108332621788073,0.021,0.037,1
"HIST2H2AA4",0.621527751509433,-0.108332621788073,0.021,0.037,1
"AL121983.1",0.621527751509433,-0.108332621788073,0.021,0.037,1
"OR2B11",0.621527751509433,-0.108332621788073,0.021,0.037,1
"MFSD2B",0.621527751509433,-0.108332621788073,0.021,0.037,1
"AC007405.1",0.621527751509433,-0.108332621788073,0.021,0.037,1
"AC053503.2",0.621527751509433,-0.108332621788073,0.021,0.037,1
"AC097359.2",0.621527751509433,-0.108332621788073,0.021,0.037,1
"FAM198A",0.621527751509433,-0.108332621788073,0.021,0.037,1
"OR5H14",0.621527751509433,-0.108332621788073,0.021,0.037,1
"LINC02014",0.621527751509433,-0.108332621788073,0.021,0.037,1
"HS3ST1",0.621527751509433,-0.108332621788073,0.021,0.037,1
"TAPT1-AS1",0.621527751509433,-0.108332621788073,0.021,0.037,1
"DCAF4L1",0.621527751509433,-0.108332621788073,0.021,0.037,1
"GPAT3",0.621527751509433,-0.108332621788073,0.021,0.037,1
"AC110609.1",0.621527751509433,-0.108332621788073,0.021,0.037,1
"PCDHGA11",0.621527751509433,-0.108332621788073,0.021,0.037,1
"AL359643.2",0.621527751509433,-0.108332621788073,0.021,0.037,1
"HCG22",0.621527751509433,-0.108332621788073,0.021,0.037,1
"SYNGAP1-AS1",0.621527751509433,-0.108332621788073,0.021,0.037,1
"AL356859.1",0.621527751509433,-0.108332621788073,0.021,0.037,1
"STXBP5-AS1",0.621527751509433,-0.108332621788073,0.021,0.037,1
"ULBP1",0.621527751509433,-0.108332621788073,0.021,0.037,1
"AC006042.4",0.621527751509433,-0.108332621788073,0.021,0.037,1
"TMEM270",0.621527751509433,-0.108332621788073,0.021,0.037,1
"AC211486.2",0.621527751509433,-0.108332621788073,0.021,0.037,1
"LINC02577",0.621527751509433,-0.108332621788073,0.021,0.037,1
"AC002066.1",0.621527751509433,-0.108332621788073,0.021,0.037,1
"NDP",0.621527751509433,-0.108332621788073,0.021,0.037,1
"FOXP3",0.621527751509433,-0.108332621788073,0.021,0.037,1
"AC100810.3",0.621527751509433,-0.108332621788073,0.021,0.037,1
"AC026979.3",0.621527751509433,-0.108332621788073,0.021,0.037,1
"AC016877.1",0.621527751509433,-0.108332621788073,0.021,0.037,1
"SNX31",0.621527751509433,-0.108332621788073,0.021,0.037,1
"AL590399.3",0.621527751509433,-0.108332621788073,0.021,0.037,1
"LINC01505",0.621527751509433,-0.108332621788073,0.021,0.037,1
"AL354710.2",0.621527751509433,-0.108332621788073,0.021,0.037,1
"AP001453.1",0.621527751509433,-0.108332621788073,0.021,0.037,1
"AP003170.4",0.621527751509433,-0.108332621788073,0.021,0.037,1
"AP003392.5",0.621527751509433,-0.108332621788073,0.021,0.037,1
"AP001893.1",0.621527751509433,-0.108332621788073,0.021,0.037,1
"AL133215.3",0.621527751509433,-0.108332621788073,0.021,0.037,1
"AC010201.1",0.621527751509433,-0.108332621788073,0.021,0.037,1
"AC073575.2",0.621527751509433,-0.108332621788073,0.021,0.037,1
"HRK",0.621527751509433,-0.108332621788073,0.021,0.037,1
"AC131238.1",0.621527751509433,-0.108332621788073,0.021,0.037,1
"AC108704.1",0.621527751509433,-0.108332621788073,0.021,0.037,1
"AL162311.3",0.621527751509433,-0.108332621788073,0.021,0.037,1
"C15orf62",0.621527751509433,-0.108332621788073,0.021,0.037,1
"AC020661.3",0.621527751509433,-0.108332621788073,0.021,0.037,1
"GCNT3",0.621527751509433,-0.108332621788073,0.021,0.037,1
"GRAMD2A",0.621527751509433,-0.108332621788073,0.021,0.037,1
"CRABP1",0.621527751509433,-0.108332621788073,0.021,0.037,1
"AC004754.1",0.621527751509433,-0.108332621788073,0.021,0.037,1
"AC109460.1",0.621527751509433,-0.108332621788073,0.021,0.037,1
"NPIPB13",0.621527751509433,-0.108332621788073,0.021,0.037,1
"AC104982.1",0.621527751509433,-0.108332621788073,0.021,0.037,1
"AC015813.2",0.621527751509433,-0.108332621788073,0.021,0.037,1
"LINC01483",0.621527751509433,-0.108332621788073,0.021,0.037,1
"AC012254.3",0.621527751509433,-0.108332621788073,0.021,0.037,1
"ARHGAP45",0.621527751509433,-0.108332621788073,0.021,0.037,1
"LRRC8E",0.621527751509433,-0.108332621788073,0.021,0.037,1
"LAIR1",0.621527751509433,-0.108332621788073,0.021,0.037,1
"AC245884.10",0.621527751509433,-0.108332621788073,0.021,0.037,1
"AC007666.1",0.621527751509433,-0.108332621788073,0.021,0.037,1
"AC016027.1",0.621527751509433,-0.108332621788073,0.021,0.037,1
"AP000357.2",0.621527751509433,-0.108332621788073,0.021,0.037,1
"GALR3",0.621527751509433,-0.108332621788073,0.021,0.037,1
"AL021392.1",0.621527751509433,-0.108332621788073,0.021,0.037,1
"AC006027.1",0.621527751509433,-0.101820363549015,0.021,0.037,1
"ZNF114",0.622356334968856,-0.108332621788073,0.404,0.45,1
"AP001528.2",0.622437137729257,-0.180090410618479,0.532,0.615,1
"GDF15",0.622531503119576,0.219515906742507,0.234,0.202,1
"FGF11",0.623084453295944,0.214100443153662,0.745,0.642,1
"AC005034.3",0.623220166893513,0.265444365557391,0.34,0.275,1
"KDM4C",0.62361169804846,0.139212980326051,0.851,0.771,1
"PLCL1",0.624774979889306,-0.145439266809518,0.255,0.294,1
"NBPF20",0.625136626245597,-0.142455616951635,0.404,0.459,1
"CREG2",0.625164080933592,-0.180961089198196,0.128,0.156,1
"COX4I2",0.625654891291689,-0.265186676883502,0.085,0.11,1
"PFKP",0.626072527438875,0.204179450871451,0.426,0.385,1
"AL662844.4",0.626732308879449,-0.151640889015718,0.149,0.183,1
"ACTN2",0.627272361599696,0.435987894435736,0.128,0.101,1
"ST3GAL5-AS1",0.627272361599696,0.435987894435736,0.128,0.101,1
"LINC02197",0.627272361599696,0.435987894435736,0.128,0.101,1
"PTGER2",0.627272361599696,0.435987894435736,0.128,0.101,1
"AC002398.2",0.627272361599696,0.435987894435736,0.128,0.101,1
"CSDC2",0.627272361599696,0.435987894435736,0.128,0.101,1
"AL359541.1",0.627765239575822,-0.235767727529764,0.064,0.083,1
"AP1B1",0.627809502176623,-0.131600454193191,0.66,0.734,1
"FBXO46",0.629869280969535,0.128706575512776,0.681,0.633,1
"CDR2L",0.630475866065391,0.159147689076913,0.532,0.486,1
"AL450998.3",0.630496837439919,0.798557973820445,0.043,0.028,1
"NCMAP",0.630496837439919,0.798557973820445,0.043,0.028,1
"LINC01738",0.630496837439919,0.798557973820445,0.043,0.028,1
"AL603840.1",0.630496837439919,0.798557973820445,0.043,0.028,1
"AL360219.1",0.630496837439919,0.798557973820445,0.043,0.028,1
"EPHX4",0.630496837439919,0.798557973820445,0.043,0.028,1
"RGS8",0.630496837439919,0.798557973820445,0.043,0.028,1
"SLC8A1-AS1",0.630496837439919,0.798557973820445,0.043,0.028,1
"LINC01819",0.630496837439919,0.798557973820445,0.043,0.028,1
"C2orf27B",0.630496837439919,0.798557973820445,0.043,0.028,1
"CXCR4",0.630496837439919,0.798557973820445,0.043,0.028,1
"AC114763.1",0.630496837439919,0.798557973820445,0.043,0.028,1
"CCDC141",0.630496837439919,0.798557973820445,0.043,0.028,1
"PTPRN",0.630496837439919,0.798557973820445,0.043,0.028,1
"AC024933.1",0.630496837439919,0.798557973820445,0.043,0.028,1
"AC055764.2",0.630496837439919,0.798557973820445,0.043,0.028,1
"GDF9",0.630496837439919,0.798557973820445,0.043,0.028,1
"AC008637.1",0.630496837439919,0.798557973820445,0.043,0.028,1
"AC138035.1",0.630496837439919,0.798557973820445,0.043,0.028,1
"AL365259.1",0.630496837439919,0.798557973820445,0.043,0.028,1
"ADGRG2",0.630496837439919,0.798557973820445,0.043,0.028,1
"AC105180.1",0.630496837439919,0.798557973820445,0.043,0.028,1
"AC138696.2",0.630496837439919,0.798557973820445,0.043,0.028,1
"BBOX1",0.630496837439919,0.798557973820445,0.043,0.028,1
"C11orf88",0.630496837439919,0.798557973820445,0.043,0.028,1
"AL359094.1",0.630496837439919,0.798557973820445,0.043,0.028,1
"AC025423.4",0.630496837439919,0.798557973820445,0.043,0.028,1
"AL445985.1",0.630496837439919,0.798557973820445,0.043,0.028,1
"AL117209.1",0.630496837439919,0.798557973820445,0.043,0.028,1
"C15orf53",0.630496837439919,0.798557973820445,0.043,0.028,1
"AC023906.5",0.630496837439919,0.798557973820445,0.043,0.028,1
"AC022710.1",0.630496837439919,0.798557973820445,0.043,0.028,1
"LRRC36",0.630496837439919,0.798557973820445,0.043,0.028,1
"AC010531.3",0.630496837439919,0.798557973820445,0.043,0.028,1
"AC141424.1",0.630496837439919,0.798557973820445,0.043,0.028,1
"AC090617.3",0.630496837439919,0.798557973820445,0.043,0.028,1
"AP000253.1",0.632104012880432,0.330451551225451,0.149,0.119,1
"AC087623.3",0.632344996054809,0.379307636227918,0.128,0.101,1
"PDLIM5",0.632697871127825,0.227924625045903,0.638,0.532,1
"AL359881.3",0.634814534516146,0.73214887547226,0.064,0.046,1
"FBLL1",0.634814534516146,0.634315753547457,0.064,0.046,1
"MMP19",0.634814534516146,0.579372830040277,0.064,0.046,1
"HEY1",0.634898790181531,-0.134778950209857,0.66,0.661,1
"AL358472.5",0.635147382578968,-0.130358928118072,0.255,0.294,1
"DEPTOR",0.635147382578968,-0.130358928118072,0.255,0.294,1
"DENND3",0.635802042318063,0.285110624689378,0.255,0.22,1
"SPATA13",0.635835082284987,0.202206582315298,0.979,0.844,1
"PNOC",0.63738995999612,0.476629878933083,0.106,0.083,1
"OR8D4",0.63738995999612,0.476629878933083,0.106,0.083,1
"PNLIPRP1",0.63738995999612,0.476629878933083,0.106,0.083,1
"AC020907.4",0.63738995999612,0.476629878933083,0.106,0.083,1
"AL353719.1",0.638381635689272,0.475919945382676,0.085,0.064,1
"ADAMTS14",0.638381635689272,0.397867003449901,0.085,0.064,1
"MASP1",0.638948431483107,-0.23983400604621,0.106,0.128,1
"AP000254.1",0.638948431483107,-0.235653457364241,0.106,0.128,1
"DPP7",0.638948431483107,-0.187978703594165,0.106,0.128,1
"RASL10A",0.639277935873313,-0.120634303546455,0.319,0.358,1
"AL451042.2",0.63952070334048,0.39943257320294,0.021,0.037,1
"RNF112",0.639538991085758,0.270179001465656,0.255,0.22,1
"STK17A",0.640063278284726,0.138026146072461,0.766,0.679,1
"TMEM158",0.640648733766858,0.133640244876639,0.936,0.771,1
"RBMS3-AS3",0.641327634048437,-0.164916150154441,0.085,0.11,1
"IPCEF1",0.641327634048437,-0.164916150154441,0.085,0.11,1
"FSCN3",0.641327634048437,-0.164916150154441,0.085,0.11,1
"PRKAG2-AS1",0.641327634048437,-0.164916150154441,0.085,0.11,1
"RAB40A",0.641327634048437,-0.164916150154441,0.085,0.11,1
"AC104051.2",0.641327634048437,-0.164916150154441,0.085,0.11,1
"OR52A1",0.641327634048437,-0.164916150154441,0.085,0.11,1
"BLID",0.641327634048437,-0.164916150154441,0.085,0.11,1
"AC079601.1",0.641327634048437,-0.164916150154441,0.085,0.11,1
"HSD17B6",0.641327634048437,-0.164916150154441,0.085,0.11,1
"AL136295.6",0.641327634048437,-0.164916150154441,0.085,0.11,1
"PIPOX",0.641327634048437,-0.164916150154441,0.085,0.11,1
"UBOX5-AS1",0.641327634048437,-0.164916150154441,0.085,0.11,1
"MISP3",0.641327634048437,-0.164916150154441,0.085,0.11,1
"CCDC116",0.641327634048437,-0.164916150154441,0.085,0.11,1
"AL157832.3",0.642034744971758,0.646175927357934,0.064,0.046,1
"AC021016.3",0.643304285620496,0.271589655806399,0.277,0.248,1
"AC133919.1",0.643815998138554,-0.379390474176194,0.106,0.128,1
"AC022098.1",0.64388132845629,-0.124657939479549,0.234,0.257,1
"AC112220.2",0.644612273093987,0.535523567986651,0.085,0.064,1
"CSAG2",0.644612273093987,0.535523567986651,0.085,0.064,1
"AC090921.1",0.644612273093987,0.535523567986651,0.085,0.064,1
"TTC6",0.644612273093987,0.535523567986651,0.085,0.064,1
"AC012651.1",0.644612273093987,0.535523567986651,0.085,0.064,1
"C2CD4B",0.644612273093987,0.535523567986651,0.085,0.064,1
"AC106738.1",0.644612273093987,0.535523567986651,0.085,0.064,1
"PKD1L3",0.644612273093987,0.535523567986651,0.085,0.064,1
"LINC01978",0.644612273093987,0.535523567986651,0.085,0.064,1
"FTCD",0.644612273093987,0.535523567986651,0.085,0.064,1
"AC021054.1",0.644814651851001,-0.134327830321018,0.213,0.248,1
"SH3BP4",0.645167454881871,0.155958045369877,0.915,0.817,1
"S100A5",0.645657635497516,0.628632972378132,0.064,0.046,1
"AC012557.2",0.645657635497516,0.628632972378132,0.064,0.046,1
"ATP1B3-AS1",0.645657635497516,0.628632972378132,0.064,0.046,1
"AC107294.1",0.645657635497516,0.628632972378132,0.064,0.046,1
"LINC00243",0.645657635497516,0.628632972378132,0.064,0.046,1
"AL451064.1",0.645657635497516,0.628632972378132,0.064,0.046,1
"LAMB4",0.645657635497516,0.628632972378132,0.064,0.046,1
"HRASLS2",0.645657635497516,0.628632972378132,0.064,0.046,1
"SHANK2-AS1",0.645657635497516,0.628632972378132,0.064,0.046,1
"NANOG",0.645657635497516,0.628632972378132,0.064,0.046,1
"WSCD2",0.645657635497516,0.628632972378132,0.064,0.046,1
"CCDC154",0.645657635497516,0.628632972378132,0.064,0.046,1
"HAS3",0.645657635497516,0.628632972378132,0.064,0.046,1
"TSPOAP1-AS1",0.645657635497516,0.628632972378132,0.064,0.046,1
"AC005954.2",0.645657635497516,0.628632972378132,0.064,0.046,1
"AC007064.2",0.645657635497516,0.628632972378132,0.064,0.046,1
"AL359555.2",0.64575683571082,0.435322970029747,0.106,0.083,1
"LSS",0.646338384185782,-0.109002891007484,0.681,0.798,1
"ARHGEF37",0.647543153326947,0.15226361001376,0.638,0.56,1
"AC004990.1",0.648598229101116,0.603519548472841,0.043,0.028,1
"SGCD",0.650428056163567,0.174030449795233,0.638,0.56,1
"BATF3",0.650915691540683,0.151018243042282,0.426,0.394,1
"VAV3",0.651074853008053,0.272088430318811,0.362,0.303,1
"MT1F",0.651078073570552,0.253083038096792,0.191,0.156,1
"AC100803.3",0.651224245743021,-0.140041481515412,0.17,0.202,1
"NPAS4",0.651224245743021,-0.140041481515412,0.17,0.202,1
"AC092140.2",0.651224245743021,-0.140041481515412,0.17,0.202,1
"GNB2",0.651324427577864,0.102158793991435,1,1,1
"AC004825.2",0.651359845369404,0.450986715611983,0.106,0.083,1
"CLDN3",0.651676024423597,-0.325273839266429,0.064,0.083,1
"CASTOR1",0.651676024423597,-0.253677086678476,0.064,0.083,1
"XKR8",0.652015259875945,-0.14897460628542,0.128,0.156,1
"ARHGAP24",0.652015259875945,-0.14897460628542,0.128,0.156,1
"AL096711.2",0.652015259875945,-0.14897460628542,0.128,0.156,1
"LINC01004",0.652015259875945,-0.14897460628542,0.128,0.156,1
"AMDHD1",0.652015259875945,-0.14897460628542,0.128,0.156,1
"BEAN1",0.652214003422479,0.227183792731343,0.766,0.624,1
"AC087473.1",0.652309100770353,0.213595473099289,0.34,0.303,1
"TAPBPL",0.652313611276409,0.183933211783665,0.319,0.284,1
"TMC4",0.653986460453711,-0.108332621788074,0.319,0.358,1
"FBXO6",0.654202544367179,0.179648141175951,0.426,0.385,1
"AHRR",0.655274806293508,0.293877487962868,0.213,0.183,1
"TRAK1",0.656561532517178,0.200315037039242,0.957,0.835,1
"LINC01389",0.657346189696762,0.274996017763432,0.234,0.202,1
"RTN1",0.657346189696762,0.274996017763432,0.234,0.202,1
"CIITA",0.657964502161173,0.361128972155115,0.128,0.101,1
"AL449403.2",0.659335534716086,0.309863814122842,0.213,0.183,1
"PNPLA7",0.661165434110105,0.288891711974417,0.213,0.174,1
"L3MBTL4",0.66243933868045,-0.152491040686586,0.319,0.376,1
"XKR4",0.662474807519352,-0.174156603902615,0.085,0.11,1
"RPP25",0.662656283808122,0.222885581246799,0.596,0.505,1
"HSPA5",0.663068335838116,0.264476398001273,0.723,0.633,1
"AC018682.1",0.663769137742377,-0.308882116757005,0.064,0.083,1
"CARD16",0.6638500702159,-0.146372278479516,0.362,0.404,1
"MATN1",0.665295831978337,0.284151391270773,0.213,0.174,1
"C6orf163",0.666100332165667,-0.115676315133811,0.468,0.514,1
"AC090739.1",0.667487082871768,-0.110425248813965,0.17,0.202,1
"OSBPL10",0.667778529237711,0.1154797005357,0.915,0.853,1
"LCP1",0.668503344775121,0.474003951461794,0.128,0.11,1
"KSR1",0.670809146443731,0.169402131919144,1,0.872,1
"B3GNTL1",0.672999928854605,0.150317224015976,0.426,0.394,1
"TGFB1",0.673320277537942,0.120703273330993,0.766,0.706,1
"AL022326.1",0.67567805673921,0.280709668957826,0.213,0.183,1
"GSE1",0.678195561156327,0.126559907184896,0.851,0.78,1
"AC127024.6",0.678205743974782,0.236890635631424,0.532,0.44,1
"SNX32",0.678609074104035,0.224679057011272,0.277,0.22,1
"SMIM3",0.679147947883222,0.21638910979413,0.489,0.413,1
"DOCK10",0.680902648519156,0.186273920981797,0.766,0.67,1
"PDE7B",0.68103669075719,-0.218562993683694,0.702,0.844,1
"SDC1",0.681380291714916,0.240750025586634,0.66,0.532,1
"NT5DC3",0.684357472101018,0.140733780973941,0.723,0.661,1
"PALLD",0.684864765257215,0.102698430164763,0.936,0.872,1
"FAM120A",0.684989752985995,0.125807395664286,1,0.89,1
"PES1",0.685043946749436,0.104643740339358,1,0.936,1
"CENPBD1",0.687937169646987,0.108537765347072,0.511,0.486,1
"CMC4",0.689625111396284,0.152194928435146,0.468,0.431,1
"ZNF837",0.689625111396284,0.152194928435146,0.468,0.431,1
"SH2D3A",0.691100268541751,0.213595473099289,0.298,0.266,1
"AL109936.6",0.691296928771162,-0.108332621788074,0.064,0.083,1
"AL606760.3",0.691296928771162,-0.108332621788074,0.064,0.083,1
"AL359265.3",0.691296928771162,-0.108332621788074,0.064,0.083,1
"OR2L2",0.691296928771162,-0.108332621788074,0.064,0.083,1
"AC092687.3",0.691296928771162,-0.108332621788074,0.064,0.083,1
"LINC02019",0.691296928771162,-0.108332621788074,0.064,0.083,1
"AC099487.1",0.691296928771162,-0.108332621788074,0.064,0.083,1
"AC008609.1",0.691296928771162,-0.108332621788074,0.064,0.083,1
"ASAH2B",0.691296928771162,-0.108332621788074,0.064,0.083,1
"AL731566.1",0.691296928771162,-0.108332621788074,0.064,0.083,1
"AC007686.3",0.691296928771162,-0.108332621788074,0.064,0.083,1
"CHRFAM7A",0.691296928771162,-0.108332621788074,0.064,0.083,1
"AL032819.1",0.691296928771162,-0.108332621788074,0.064,0.083,1
"ADM2",0.691296928771162,-0.108332621788074,0.064,0.083,1
"SEMA5A",0.692749312472713,0.133449179089769,0.872,0.798,1
"SYNGR2",0.692920758880553,-0.108332621788073,0.191,0.22,1
"AL117339.4",0.692920758880553,-0.108332621788073,0.191,0.22,1
"AC048341.2",0.693733796691497,0.176120767680626,0.383,0.349,1
"SLC4A2",0.693984932173708,0.153617742751628,0.894,0.771,1
"AC114811.2",0.694629220767964,0.287596054543066,0.191,0.165,1
"KCNJ8",0.697672469621693,-0.141132302688271,0.213,0.248,1
"NECAB1",0.69833067204386,-0.140083316514664,0.106,0.128,1
"CBFA2T3",0.698900125288853,-0.120122597472783,0.149,0.174,1
"RAMP1",0.700137530218158,-0.250524662596578,0.085,0.101,1
"AC079322.1",0.701104317735991,-0.108332621788074,0.149,0.174,1
"RSPH14",0.701104317735991,-0.108332621788074,0.149,0.174,1
"RAB11FIP3",0.70160254140275,0.195721844923124,0.787,0.679,1
"ZSCAN31",0.701732659961698,0.132675477715722,0.532,0.495,1
"ZNF222",0.701732659961698,0.132675477715722,0.532,0.495,1
"SESN1",0.702375157354914,0.133199281479038,0.851,0.771,1
"AC092164.1",0.703369983822911,-0.108332621788073,0.106,0.128,1
"AC022007.1",0.703369983822911,-0.108332621788073,0.106,0.128,1
"PI4K2B",0.703369983822911,-0.108332621788073,0.106,0.128,1
"INMT",0.703369983822911,-0.108332621788073,0.106,0.128,1
"FAM9C",0.703369983822911,-0.108332621788073,0.106,0.128,1
"AC131011.1",0.703369983822911,-0.108332621788073,0.106,0.128,1
"HOXC-AS1",0.703369983822911,-0.108332621788073,0.106,0.128,1
"DNM1P35",0.703369983822911,-0.108332621788073,0.106,0.128,1
"AC005358.2",0.703369983822911,-0.108332621788073,0.106,0.128,1
"AC023855.1",0.703369983822911,-0.108332621788073,0.106,0.128,1
"SPINT2",0.703369983822911,-0.108332621788073,0.106,0.128,1
"ZXDA",0.70569796923628,0.307022732965224,0.149,0.128,1
"GPD2",0.706976241222535,0.191817834927724,0.809,0.716,1
"BOLA3-AS1",0.709393645047514,-0.107881690999822,0.468,0.505,1
"RWDD3",0.710117198343772,0.149465135679573,0.447,0.413,1
"AC023830.2",0.710117198343772,0.149465135679573,0.447,0.413,1
"TAP2",0.710541402602398,-0.144256116160418,0.128,0.138,1
"AC092718.3",0.711409903266465,0.213595473099289,0.277,0.248,1
"ERICD",0.712237335039088,-0.250624678386512,0.043,0.055,1
"AC007193.1",0.712237335039088,-0.16101111869423,0.043,0.055,1
"CD24",0.712263983484062,0.269115225792308,0.34,0.413,1
"ADCY4",0.713002446222843,0.195416723543513,0.702,0.615,1
"ZBTB47",0.713351796136228,0.128055557679822,0.681,0.633,1
"TIAF1",0.714244699932291,0.174067108912652,0.362,0.33,1
"SLC44A4",0.714324108696421,0.296057633291262,0.17,0.147,1
"LYG2",0.715473439326552,-0.113010193076789,0.766,0.817,1
"ACTN4",0.716542535341858,0.101334230232258,1,1,1
"C6orf99",0.719784073417798,-0.244078741192636,0.043,0.055,1
"RIN3",0.721058031604573,0.211213889825398,0.723,0.624,1
"GTF2H2",0.722274905808868,0.11901818968164,0.979,0.908,1
"AC124016.2",0.722546538028215,0.129531208310814,0.511,0.477,1
"HLA-E",0.722968195603546,0.108386329710726,0.83,0.706,1
"BCL2",0.724624060999548,0.11555816108725,0.617,0.578,1
"SLC22A18",0.726417098355185,0.188886411912241,0.319,0.284,1
"ITGAV",0.727947210123959,0.136760748508209,0.936,0.872,1
"HSPH1",0.728246070048148,-0.123549005964373,0.745,0.716,1
"PTGR2",0.729548058316459,0.128584544468283,0.83,0.752,1
"C5AR1",0.729981891938225,-0.102321759839945,0.149,0.174,1
"SLC47A1",0.73105783475024,0.146481277240752,0.426,0.394,1
"NXNL2",0.732464846223723,0.213595473099289,0.255,0.229,1
"AC025164.1",0.733225305339005,0.167435045730132,0.447,0.404,1
"AC007038.1",0.733462506279592,0.147248383928649,0.532,0.468,1
"WWC2-AS2",0.733988438401142,-0.117840688383579,0.085,0.101,1
"C2orf81",0.734930758379827,0.30670487749077,0.149,0.128,1
"AC053527.1",0.734930758379827,0.30670487749077,0.149,0.128,1
"TRIM7",0.734930758379827,0.30670487749077,0.149,0.128,1
"SLC15A3",0.734930758379827,0.30670487749077,0.149,0.128,1
"TMEM273",0.734930758379827,0.30670487749077,0.149,0.128,1
"INCA1",0.734930758379827,0.30670487749077,0.149,0.128,1
"WFDC3",0.734930758379827,0.30670487749077,0.149,0.128,1
"FBXO27",0.734930758379827,0.30670487749077,0.149,0.128,1
"AC008537.4",0.734930758379827,0.30670487749077,0.149,0.128,1
"AC005498.3",0.734930758379827,0.30670487749077,0.149,0.128,1
"PRR36",0.734959100282845,-0.232112992695107,0.043,0.055,1
"SLC9B1",0.735336874901615,0.171775297404662,0.34,0.312,1
"NOP2",0.735336874901615,0.171775297404662,0.34,0.312,1
"SVEP1",0.73792072533759,0.170785280387919,0.83,0.725,1
"S100A16",0.738741356864845,0.214855720290168,0.426,0.339,1
"PPEF1",0.73968299022224,0.455277838324445,0.106,0.092,1
"ZNF34",0.739840225669858,0.151321450366908,0.787,0.688,1
"AL590079.1",0.740028282206725,0.20120353489371,0.426,0.349,1
"EOGT",0.741815712360874,0.226478531439107,0.66,0.541,1
"PTGES",0.742375034204965,0.146919910049088,0.34,0.312,1
"FABP4",0.742586027498791,-0.269042736779633,0.043,0.055,1
"AL365275.1",0.745391848772766,-0.134856842434349,0.085,0.101,1
"CAMKK1",0.745416719557897,0.153976875316851,0.574,0.532,1
"GABARAPL1",0.747011762060961,0.16788282143498,0.894,0.716,1
